P3-T0AC,R/B-13 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T0A0,R/B-1 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T06D,MANUAL ACTION SW62- CYCLE TIME MEASUREMENT,,
P3-T061,MANUAL ACTION SW50- CYCLE TIME MEASUREMENT,,
P3-T052,MANUAL ACTION SW43- CYCLE TIME MEASUREMENT,,
P3-T045,MANUAL ACTION SW30- CYCLE TIME MEASUREMENT,,
P3-T030,MANUAL ACTION SW17- CYCLE TIME MEASUREMENT,,
P3-T020,MANUAL ACTION SW1- CYCLE TIME MEASUREMENT,,
P1-T1F2,ENDURANCE PARTS SET COMPLETE,,
P2-T100,TAKT TIME MONITOR for EDC,,
P3-T138,CONFIRMATION END OF CYCLE R/B25,,
P3-T0FF,R/B-32 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0F5,R/B-22 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0E6,R/B-7 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0AD,R/B-14 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T0A1,R/B-2 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T072,MANUAL ACTION SW67- CYCLE TIME MEASUREMENT,,
P3-T060,MANUAL ACTION SW49- CYCLE TIME MEASUREMENT,,
P3-T053,MANUAL ACTION SW44- CYCLE TIME MEASUREMENT,,
P3-T044,MANUAL ACTION SW29- CYCLE TIME MEASUREMENT,,
P3-T031,MANUAL ACTION SW18- CYCLE TIME MEASUREMENT,,
P3-T02F,MANUAL ACTION SW16- CYCLE TIME MEASUREMENT,,
P3-T023,MANUAL ACTION SW4- CYCLE TIME MEASUREMENT,,
P1-T053,LOWER CASSETTE CONF. 1 DELAY,,
P3-T137,CONFIRMATION END OF CYCLE R/B2,,
P3-T12A,CONFIRMATION END OF CYCLE R/B11,,
P3-T0FA,R/B-27 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0F4,R/B-21 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0ED,R/B-14 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0E7,R/B-8 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0AE,R/B-15 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T0A2,R/B-3 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T073,MANUAL ACTION SW68- CYCLE TIME MEASUREMENT,,
P3-T06F,MANUAL ACTION SW64- CYCLE TIME MEASUREMENT,,
P3-T063,MANUAL ACTION SW52- CYCLE TIME MEASUREMENT,,
P3-T043,MANUAL ACTION SW28- CYCLE TIME MEASUREMENT,,
P3-T022,MANUAL ACTION SW3- CYCLE TIME MEASUREMENT,,
P1-T1F0,ENDURANCE ON TIMER,,
P3-T151,STANDBY MODE OFF DELAY,,
P3-T136,CONFIRMATION END OF CYCLE R/B23,,
P3-T12B,CONFIRMATION END OF CYCLE R/B12,,
P3-T128,CONFIRMATION END OF CYCLE R/B9,,
P3-T0F7,R/B-24 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0EE,R/B-15 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0E0,R/B-1 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0AF,R/B-16 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T0A3,R/B-4 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T083,RETURN OUTPUT EXTENSION,,
P3-T070,MANUAL ACTION SW65- CYCLE TIME MEASUREMENT,,
P3-T06A,MANUAL ACTION SW59- CYCLE TIME MEASUREMENT,,
P3-T062,MANUAL ACTION SW51- CYCLE TIME MEASUREMENT,,
P3-T042,MANUAL ACTION SW27- CYCLE TIME MEASUREMENT,,
P3-T025,MANUAL ACTION SW6- CYCLE TIME MEASUREMENT,,
P1-T051,NO PARTS(CYCLE TIME OVER),,
P1-T1F1,ENDURANCE COUNTER,,
P3-T150,STANDBY MODE ON DELAY,,
P3-T142,RETURN OUTPUT EXTENSION,,
P3-T135,CONFIRMATION END OF CYCLE R/B22,,
P3-T12C,CONFIRMATION END OF CYCLE R/B13,,
P3-T129,CONFIRMATION END OF CYCLE R/B10,,
P3-T0FC,R/B-29 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0F6,R/B-23 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0EF,R/B-16 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0E1,R/B-2 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0B1,R/B-18 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T0A4,R/B-5 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T082,ADVANCE OUTPUT EXTENSION,,
P3-T071,MANUAL ACTION SW66- CYCLE TIME MEASUREMENT,,
P3-T041,MANUAL ACTION SW26- CYCLE TIME MEASUREMENT,,
P3-T024,MANUAL ACTION SW5- CYCLE TIME MEASUREMENT,,
P1-T035,CYCLE STOP POSITION DELAY,,
P3-T1F0,COUNT PULSE,,
P3-T143,EX.CAR TYPE INTERCHANGE CONFIRMATION,,
P3-T134,CONFIRMATION END OF CYCLE R/B21,,
P3-T0FB,R/B-28 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0F1,R/B-18 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0E2,R/B-3 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0B0,R/B-17 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T0A5,R/B-6 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T081,DELAY FOR AGING START (HOLD DOWN FOR 3 sec.),,
P3-T076,MANUAL ACTION SW71- CYCLE TIME MEASUREMENT,,
P3-T06C,MANUAL ACTION SW61- CYCLE TIME MEASUREMENT,,
P3-T040,MANUAL ACTION SW25- CYCLE TIME MEASUREMENT,,
P3-T027,MANUAL ACTION SW8- CYCLE TIME MEASUREMENT,,
P3-T140,EX MODEL CODE SETTING OUTPUT DELAY,,
P3-T133,CONFIRMATION END OF CYCLE R/B20,,
P3-T0F0,R/B-17 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0E3,R/B-4 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0B3,R/B-20 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T0A6,R/B-7 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T08C,CLOSE DELAY DEFAULT POPUP,,
P3-T080,WAIT SN-I/F OK,,
P3-T077,MANUAL ACTION SW72- CYCLE TIME MEASUREMENT,,
P3-T06B,MANUAL ACTION SW60- CYCLE TIME MEASUREMENT,,
P3-T04F,MANUAL ACTION SW40- CYCLE TIME MEASUREMENT,,
P3-T026,MANUAL ACTION SW7- CYCLE TIME MEASUREMENT,,
P3-T141,ADVANCE OUTPUT EXTENSION,,
P3-T132,CONFIRMATION END OF CYCLE R/B19,,
P3-T124,CONFIRMATION END OF CYCLE R/B5,,
P3-T0F3,R/B-20 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0EA,R/B-11 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0B2,R/B-19 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T0A7,R/B-8 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T08B,CLOSE DELAY ALLOTMENT SELLECT,,
P3-T087,COMMUNICATION NORMAL MEMORY,,
P3-T074,MANUAL ACTION SW69- CYCLE TIME MEASUREMENT,,
P3-T04E,MANUAL ACTION SW39- CYCLE TIME MEASUREMENT,,
P3-T029,MANUAL ACTION SW10- CYCLE TIME MEASUREMENT,,
P3-T1E0,OUT PUT FAULT RESET,,
P3-T13F,CONFIRMATION END OF CYCLE R/B32,,
P3-T131,CONFIRMATION END OF CYCLE R/B18,,
P3-T125,CONFIRMATION END OF CYCLE R/B6,,
P3-T0F2,R/B-19 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0EB,R/B-12 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0B5,R/B-22 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T090,SUPPRESS ALARM REPEATING OCCURRENCE AND RESTORATION,,
P3-T08A,POPUP CLOSE DELAY,,
P3-T086,MODEL CODE 1 SETTING OUTPUT DELAY,,
P3-T075,MANUAL ACTION SW70- CYCLE TIME MEASUREMENT,,
P3-T04D,MANUAL ACTION SW38- CYCLE TIME MEASUREMENT,,
P3-T028,MANUAL ACTION SW9- CYCLE TIME MEASUREMENT,,
P1-T088,LINE SIDE LIFTER MOLLER START SPEED,,
P1-T004,OP SIDE LIFTER MID. END DELAY,,
P3-T13E,CONFIRMATION END OF CYCLE R/B31,,
P3-T130,CONFIRMATION END OF CYCLE R/B17,,
P3-T126,CONFIRMATION END OF CYCLE R/B7,,
P3-T100,SFC-TOTAL FAULT DISPLAY CHANGE ON DELAY TIMER,,
P3-T0EC,R/B-13 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING ON),,
P3-T0BA,R/B-27 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T0B4,R/B-21 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T0A8,R/B-9 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T091,PROGRAM SELECTING DELAY,,
P3-T085,RETURN OUTPUT EXTENSION,,
P3-T069,MANUAL ACTION SW58- CYCLE TIME MEASUREMENT,,
P3-T04C,MANUAL ACTION SW37- CYCLE TIME MEASUREMENT,,
P1-T1FE,ENDURANCE PARTS EMPTY,,
P3-T13D,CONFIRMATION END OF CYCLE R/B30,,
P3-T127,CONFIRMATION END OF CYCLE R/B8,,
P3-T0B7,R/B-24 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T0A9,R/B-10 FIXED QUANTITY EXCHANGE COUNTER(TIP FORMING OFF),,
P3-T092,OUTER INPUT RESET PULSE WIDTH 100mS,,
P3-T084,ADVANCE OUTPUT EXTENSION,,
P3-T068,MANUAL ACTION SW57- CYCLE TIME MEASUREMENT,,
P3-T04B,MANUAL ACTION SW36- CYCLE TIME MEASUREMENT,,
P1-T043,UPPER CASSETTE CONF. 1 DELAY,,
P3-L733,SELECTING ROBOT PL(PROCESS) 3ST-4 / PERIODIC TIME -4 PL,,
P3-L72F,SELECTING ROBOT PL(PROCESS) 2ST-8,,
P3-L723,SELECTING ROBOT PL(PROCESS) 1ST-4,,
P3-L719,TIP EXCHANGE MANU. -2,,
P3-L600,PERIODIC EXCHANGE ROBOT DESIGNATION PL,,
P3-L5D7,TIP CHANGE TIME-8,,
P3-L5A6,DEVICE SELECTION (GX/Y),,
P3-L592,DEVICE SELECTION (L),,
P3-L580,P1 PROGRAM SELECTED,,
P3-L504,OPERATION MODE PB5,,
P3-L4C1,WELD TIMER 2-COMM. DISCONNECT SITUATION,,
P3-L4BF,BETWEEN PRODUCTION 5-COMM. DISCONNECT SITUATION,,
P3-L481,P3-L2 COMMUNICATION ALARM PL,,
P3-L466,P1-L7 COMMUNICATION ALARM PL,,
P3-L437,FAULT F8 PL,,
P3-L3F6,STANDARD POSITION PL (ROBOT) AM-23,,
P3-L3EA,STANDARD POSITION PL (ROBOT) AM-11,,
P3-L3C7,FAULT PL (ROBOT) AM-8,,
P3-L3BD,FAILURE PL (ROBOT) AM-30,,
P3-L3B5,FAILURE PL (ROBOT) AM-22,,
P3-L397,MACHINING COMPLETED PL (ROBOT) AM-24,,
P3-L38B,MACHINING COMPLETED PL (ROBOT) AM-12,,
P3-L364,HOME POSITION PL (ROBOT) AM-5,,
P3-L349,ROBOT AUTO RUNNING PL (ROBOT) AM-10,,
P3-L33D,ROBOT MASTER ON PL (ROBOT) AM-30,,
P3-L339,ROBOT MASTER ON PL (ROBOT) AM-26,,
P3-L31D,AUTO PL (ROBOT) AM-30,,
P3-L313,AUTO PL (ROBOT) AM-20,,
P3-L2EE,ALARM PL (ROBOT) AM-15,,
P3-L2AE,R/B-15 TIP FORMING ON,,
P3-L2A8,R/B-9 TIP FORMING ON,,
P3-L277,EX CAR TYPE SWITCHING PL ,,
P3-L0F6,CHANGE SCREEN a3,,
P3-L0AE,WRITE DATA SELECTING PL12,,
P3-L0A4,WRITE DATA SELECTING PL2,,
P3-L09A,WRITE NORMAL PL,,
P3-L070,MATEHAN INTERLOCK 2/2 STATE PL,,
P3-L732,SELECTING ROBOT PL(PROCESS) 3ST-3 / PERIODIC TIME -3 PL,,
P3-L720,SELECTING ROBOT PL(PROCESS) 1ST-1,,
P3-L718,TIP EXCHANGE MANU. -1,,
P3-L603,PROFIBUS COMMUNICATION ALARM PL,,
P3-L5D4,TIP CHANGE TIME-5,,
P3-L595,DEVICE SELECTION (D),,
P3-L581,P2 PROGRAM SELECTED,,
P3-L50D,OPERATION MODE PB14,,
P3-L505,OPERATION MODE PB6,,
P3-L4C6,WELD TIMER 7-COMM. DISCONNECT SITUATION,,
P3-L4BA,PALLET-COMMUNICATION DISCONNECT SITUATION,,
P3-L480,P3-L1 COMMUNICATION ALARM PL,,
P3-L46D,P1-L6 COMMUNICATION ALARM PL,,
P3-L443,PROCESS SELECTING STATE ST-4 PL,,
P3-L434,FAULT F5 PL,,
P3-L3F7,STANDARD POSITION PL (ROBOT) AM-24,,
P3-L3E7,STANDARD POSITION PL (ROBOT) AM-8,,
P3-L3DD,FAULT PL (ROBOT) AM-30,,
P3-L3D8,FAULT PL (ROBOT) AM-25,,
P3-L3C6,FAULT PL (ROBOT) AM-7,,
P3-L3BE,FAILURE PL (ROBOT) AM-31,,
P3-L3B2,FAILURE PL (ROBOT) AM-19,,
P3-L396,MACHINING COMPLETED PL (ROBOT) AM-23,,
P3-L38C,MACHINING COMPLETED PL (ROBOT) AM-13,,
P3-L380,MACHINING COMPLETED PL (ROBOT) AM-1,,
P3-L37E,HOME POSITION PL (ROBOT) AM-31,,
P3-L365,HOME POSITION PL (ROBOT) AM-6,,
P3-L338,ROBOT MASTER ON PL (ROBOT) AM-25,,
P3-L32A,ROBOT MASTER ON PL (ROBOT) AM-11,,
P3-L312,AUTO PL (ROBOT) AM-19,,
P3-L30A,AUTO PL (ROBOT) AM-11,,
P3-L2D0,FAULT PL (STEP UP COM.),,
P3-L2B9,R/B-26 TIP FORMING ON,,
P3-L2AB,R/B-12 TIP FORMING ON,,
P3-L2A9,R/B-10 TIP FORMING ON,,
P3-L270,TERMINAL1 PL,,
P3-L1C0,MANUAL (3/3) RIGHT END PL,,
P3-L0F1,PCS ERR 2,,
P3-L0BC,WRITE DATA SELECTING PL26,,
P3-L0AF,WRITE DATA SELECTING PL13,,
P3-L0A5,WRITE DATA SELECTING PL3,,
P3-L09B,WRITE FAILURE PL,,
P3-L72D,SELECTING ROBOT PL(PROCESS) 2ST-6,,
P3-L721,SELECTING ROBOT PL(PROCESS) 1ST-2,,
P3-L717,TIP EXCHANGE TIME PL8 (PROCESS),,
P3-L620,LOCATE2 INTERLOCK STATE PL,,
P3-L610,LOCATE1 INTERLOCK STATE PL,,
P3-L602,SAFETY PLC TOTAL FAULT PL,,
P3-L5D5,TIP CHANGE TIME-6,,
P3-L5A8,DEVICE SELECTION (U),,
P3-L594,DEVICE SELECTION (T),,
P3-L56D,EXTENDED 4 PL,,
P3-L568,PRODUCTION INSTRUCTION 1 PL,,
P3-L50E,OPERATION MODE PB15,,
P3-L502,OPERATION MODE PB3,,
P3-L4C7,WELD TIMER 8-COMM. DISCONNECT SITUATION,,
P3-L45A,OPERATE CONF. EXECUTION PERMISSION PL,,
P3-L442,PROCESS SELECTING STATE ST-3 PL,,
P3-L435,FAULT F6 PL,,
P3-L3F4,STANDARD POSITION PL (ROBOT) AM-21,,
P3-L3E6,STANDARD POSITION PL (ROBOT) AM-7,,
P3-L3DE,FAULT PL (ROBOT) AM-31,,
P3-L3D9,FAULT PL (ROBOT) AM-26,,
P3-L3C9,FAULT PL (ROBOT) AM-10,,
P3-L3BB,FAILURE PL (ROBOT) AM-28,,
P3-L3B3,FAILURE PL (ROBOT) AM-20,,
P3-L3A3,FAILURE PL (ROBOT) AM-4,,
P3-L395,MACHINING COMPLETED PL (ROBOT) AM-22,,
P3-L38D,MACHINING COMPLETED PL (ROBOT) AM-14,,
P3-L381,MACHINING COMPLETED PL (ROBOT) AM-2,,
P3-L37D,HOME POSITION PL (ROBOT) AM-30,,
P3-L379,HOME POSITION PL (ROBOT) AM-26,,
P3-L33F,ROBOT MASTER ON PL (ROBOT) AM-32,,
P3-L328,ROBOT MASTER ON PL (ROBOT) AM-9,,
P3-L311,AUTO PL (ROBOT) AM-18,,
P3-L30B,AUTO PL (ROBOT) AM-12,,
P3-L2B8,R/B-25 TIP FORMING ON,,
P3-L2AC,R/B-13 TIP FORMING ON,,
P3-L2A6,R/B-7 TIP FORMING ON,,
P3-L271,TERMINAL2 PL,,
P3-L120,MANUAL (1/3) LEFT END PL,,
P3-L0F0,PCS ERR 1,,
P3-L0BB,WRITE DATA SELECTING PL25,,
P3-L0A6,WRITE DATA SELECTING PL4,,
P3-L089,STATUS FROM FB to P3_10,,
P3-L72E,SELECTING ROBOT PL(PROCESS) 2ST-7,,
P3-L726,SELECTING ROBOT PL(PROCESS) 1ST-7,,
P3-L716,TIP EXCHANGE TIME PL7 (PROCESS),,
P3-L597,DEVICE SELECTION (S),,
P3-L569,PRODUCTION INSTRUCTION 2 PL,,
P3-L50B,OPERATION MODE PB12,,
P3-L503,OPERATION MODE PB4,,
P3-L4F9,FIXED QUANTITY EXCHANGE,,
P3-L4C4,WELD TIMER 5-COMM. DISCONNECT SITUATION,,
P3-L4BC,BETWEEN PRODUCTION 2-COMM. DISCONNECT SITUATION,,
P3-L490,PROCESS SELECTING STATE ST-1 PL,,
P3-L46F,P1-L8 COMMUNICATION ALARM PL,,
P3-L45B,TIME SETTING INITIALIZE EXECUTION PL,,
P3-L441,PROCESS SELECTING STATE ST-2 PL,,
